sciName,tiplabel,GENUS,FAMILY,ORDER,MSW3_sciName_matched,genes,extinct.,samp,BM,BodyMass_imp.,BM_SourceDB,BM_Method,BM_Ref,latCat,latMids,Lat_centroid,Lon_centroid,lat_min,lat_max,lon_min,lon_max
Mormopterus_doriae,Mormopterus_doriae_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_doriae,0,0,imputed,0.0085,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Journal_of_Mammalogy_89:_1316-1327_(2008),1,3.754086,3.738507282,98.61275156,3.556736,3.951436,98.4276,98.8658
Mormopterus_eleryi,Mormopterus_eleryi_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,NA,1,0,sampled,0.061568474,TRUE,NA,NA,NA,0,-25.0580365,NA,NA,-31.181616,-18.934457,129.088435,151.332038
Mormopterus_francoismoutoui,Mormopterus_francoismoutoui_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,NA,2,0,sampled,0.068930404,TRUE,NA,NA,NA,1,-21.114533,NA,NA,-21.372211,-20.856855,55.219086,55.845039
Mormopterus_halli,Mormopterus_halli_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,NA,1,0,sampled,0.026121013,TRUE,NA,NA,NA,1,-15.6938925,NA,NA,-18.179755,-13.20803,140.60497,143.412146
Mormopterus_jugularis,Mormopterus_jugularis_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_jugularis,3,0,sampled,0.0115,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-19.147207,-21.14286969,46.84216419,-25.60895,-12.685464,43.605587,49.7973
Mormopterus_kitcheneri,Mormopterus_kitcheneri_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,NA,1,0,sampled,0.024867308,TRUE,NA,NA,NA,2,-31.791302,NA,NA,-33.776962,-29.805642,115.789213,123.641434
Mormopterus_loriae,Mormopterus_loriae_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_loriae,1,0,sampled,0.0089,FALSE,FS2016,Reported,Mammalian_Species_703:_1-3_(2002),1,-15.748708,-16.11887705,141.5046951,-22.602452,-8.894964,114.0243,148.7025
Mormopterus_lumsdenae,Mormopterus_lumsdenae_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,NA,1,0,sampled,0.018608404,TRUE,NA,NA,NA,0,-20.472804,NA,NA,-30.348509,-10.597099,114.921807,153.639236
Mormopterus_minutus,Mormopterus_minutus_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_minutus,0,0,imputed,0.0067,FALSE,FS2016,Reported,Mammalian_Species_703:_1-3_(2002),1,21.898636,21.91074834,-79.00157889,20.754636,23.042636,-81.2042,-76.5776
Mormopterus_norfolkensis,Mormopterus_norfolkensis_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_norfolkensis,1,0,sampled,0.008,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,-31.494714,-31.97436141,151.781,-36.692064,-26.297364,149.527,168.0001
Mormopterus_phrudus,Mormopterus_phrudus_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_phrudus,0,0,imputed,0.0093,FALSE,FS2016,Reported,Mammalian_Species_703:_1-3_(2002),1,-13.016372,-13.01554341,-72.31749064,-13.19658,-12.836164,-72.512918,-72.098033
Mormopterus_planiceps,Mormopterus_planiceps_MOLOSSIDAE_CHIROPTERA,Mormopterus,MOLOSSIDAE,CHIROPTERA,Mormopterus_planiceps,1,0,sampled,0.0088,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-26.176814,-30.02211997,138.0747979,-39.020964,-13.332664,114.947901,153.639236
Moschiola_indica,Moschiola_indica_TRAGULIDAE_CETARTIODACTYLA,Moschiola,TRAGULIDAE,CETARTIODACTYLA,NA,2,0,sampled,3,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",0,18.568168,20.31929992,79.22518104,8.069,29.067336,72.659363,87.258696
Moschiola_kathygre,Moschiola_kathygre_TRAGULIDAE_CETARTIODACTYLA,Moschiola,TRAGULIDAE,CETARTIODACTYLA,NA,0,0,imputed,1.9622,FALSE,FS2016,Assumed_isometric_based_on_mandible_size,The_Rafles_Bulletin_of_Zoology_12:_413-421_(2005),1,6.5754345,6.475838317,80.64136816,5.916833,7.234036,79.974586,81.372992
Moschiola_meminna,Moschiola_meminna_TRAGULIDAE_CETARTIODACTYLA,Moschiola,TRAGULIDAE,CETARTIODACTYLA,Moschiola_meminna,1,0,sampled,2.445,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",1,8.029726,7.896961512,80.72088768,6.228091,9.831361,79.698387,81.881279
Moschus_anhuiensis,Moschus_anhuiensis_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_anhuiensis,4,0,sampled,8.4,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",2,31.052586,31.06862715,116.0429519,30.344536,31.760636,115.2442,116.9523
Moschus_berezovskii,Moschus_berezovskii_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_berezovskii,4,0,sampled,9,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,28.961336,28.34077064,105.8367779,21.557436,36.365236,98.3121,114.9564
Moschus_chrysogaster,Moschus_chrysogaster_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_chrysogaster,4,0,sampled,14.5,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,33.940436,33.41961758,97.68138141,27.266836,40.614036,86.4196,105.296383
Moschus_cupreus,Moschus_cupreus_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_cupreus,0,0,imputed,14.5,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",2,35.25621,35.3720975,74.58601772,33.663836,36.848584,70.4434,78.3766
Moschus_fuscus,Moschus_fuscus_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_fuscus,1,0,sampled,12.5,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",2,27.669586,28.38452698,94.03669213,25.062036,30.277136,87.3206,99.3332
Moschus_leucogaster,Moschus_leucogaster_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_leucogaster,1,0,sampled,15.5,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",2,30.781986,29.96776618,82.19558311,26.866536,34.697436,75.549,90.778662
Moschus_moschiferus,Moschus_moschiferus_MOSCHIDAE_CETARTIODACTYLA,Moschus,MOSCHIDAE,CETARTIODACTYLA,Moschus_moschiferus,18,0,sampled,13,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,51.596518,53.41026949,116.2821272,34.284,68.909036,84.8137,146.27407
Mosia_nigrescens,Mosia_nigrescens_EMBALLONURIDAE_CHIROPTERA,Mosia,EMBALLONURIDAE,CHIROPTERA,Mosia_nigrescens,0,0,imputed,0.0033,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-4.091114,-4.692194331,137.93167,-10.827764,2.645536,118.7525,162.3195
Mungos_gambianus,Mungos_gambianus_HERPESTIDAE_CARNIVORA,Mungos,HERPESTIDAE,CARNIVORA,Mungos_gambianus,0,0,imputed,1.5,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,9.06819,8.810032256,-2.92437612,4.277144,13.859236,-16.825079,12.0648
Mungos_mungo,Mungos_mungo_HERPESTIDAE_CARNIVORA,Mungos,HERPESTIDAE,CARNIVORA,Mungos_mungo,6,0,sampled,1.925,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-6.9394025,-4.60147812,26.23910651,-30.665638,16.786833,-16.825079,51.401135
Mungotictis_decemlineata,Mungotictis_decemlineata_EUPLERIDAE_CARNIVORA,Mungotictis,EUPLERIDAE,CARNIVORA,Mungotictis_decemlineata,3,0,sampled,0.65,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-21.5273375,-21.78531756,43.82562656,-23.318158,-19.736517,43.224876,44.785021
Muntiacus_atherodes,Muntiacus_atherodes_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_atherodes,0,0,imputed,15.6,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,1.423236,0.864032822,114.2065953,-4.188264,7.034736,108.839,119.2675
Muntiacus_crinifrons,Muntiacus_crinifrons_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_crinifrons,4,0,sampled,36.141,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,29.319936,29.25365533,118.8356982,27.360636,31.279236,116.894501,121.8588
Muntiacus_feae,Muntiacus_feae_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_feae,1,0,sampled,22,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,12.590736,13.30189316,98.88284887,8.481036,16.700436,98.013138,99.7467
Muntiacus_gongshanensis,Muntiacus_gongshanensis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_gongshanensis,0,0,imputed,19.9067,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,27.752286,26.23769767,63.16303865,24.934436,30.570136,88.1573,98.8956
Muntiacus_montanus,Muntiacus_montanus_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,NA,0,0,imputed,22.2270385,TRUE,NA,NA,NA,1,-0.005064,0.757386228,99.70470753,-5.471264,5.461136,95.2748,104.755
Muntiacus_muntjak,Muntiacus_muntjak_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_muntjak,4,0,sampled,15.9258,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,0.187536,0.16309615,108.6115245,-8.961364,9.336436,95.1897,119.2675
Muntiacus_puhoatensis,Muntiacus_puhoatensis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_puhoatensis,0,0,imputed,21.30393098,TRUE,NA,NA,NA,1,19.706186,19.70651938,104.8137652,19.578836,19.833536,104.6774,104.9662
Muntiacus_putaoensis,Muntiacus_putaoensis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_putaoensis,1,0,sampled,12,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",2,26.007836,26.1547341,96.75381852,23.648136,28.367536,93.199,98.9091
Muntiacus_reevesi,Muntiacus_reevesi_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_reevesi,4,0,sampled,13.5,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,38.912994,28.21047012,111.6558435,20.228936,57.597052,-5.164947,122.136481
Muntiacus_rooseveltorum,Muntiacus_rooseveltorum_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_rooseveltorum,1,0,sampled,15,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",0,19.274736,21.0370228,104.3176828,13.805936,24.743536,100.029,109.0222
Muntiacus_truongsonensis,Muntiacus_truongsonensis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_truongsonensis,1,0,sampled,15,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",0,19.274736,20.18656149,103.6424161,13.805936,24.743536,100.029,109.0222
Muntiacus_vaginalis,Muntiacus_vaginalis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,NA,0,0,imputed,21.73407189,TRUE,NA,NA,NA,0,19.572336,21.18144281,92.23412423,5.917536,33.227136,72.0713,117.188
Muntiacus_vuquangensis,Muntiacus_vuquangensis_CERVIDAE_CETARTIODACTYLA,Muntiacus,CERVIDAE,CETARTIODACTYLA,Muntiacus_vuquangensis,4,0,sampled,34,FALSE,FS2016,Reported,"Wilson_DE,_Mittermeier_RA._Handbook_of_the_Mammals_of_the_World_–_Volume_2_(2011)",1,15.186086,14.80249103,107.2771526,10.980036,19.392136,103.841,109.4164
Murexia_habbema,Murexia_habbema_DASYURIDAE_DASYUROMORPHIA,Murexia,DASYURIDAE,DASYUROMORPHIA,NA,5,0,sampled,0.0348,FALSE,FS2016,Assumed_isomettic_based_on_head-body_length,Flannery_TM._Mammals_of_New_Guinea_(1995),1,-5.9190665,-5.642387934,143.0331142,-8.213753,-3.62438,137.932241,147.208843
Murexia_longicaudata,Murexia_longicaudata_DASYURIDAE_DASYUROMORPHIA,Murexia,DASYURIDAE,DASYUROMORPHIA,Murexia_longicaudata,7,0,sampled,0.3358,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-6.086139,-5.219843351,142.2565872,-10.70373,-1.468548,134.048782,150.875763
Murexia_melanurus,Murexia_melanurus_DASYURIDAE_DASYUROMORPHIA,Murexia,DASYURIDAE,DASYUROMORPHIA,NA,5,0,sampled,0.0478,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-5.603616,-5.955321933,142.4492456,-10.411288,-0.795944,133.052277,150.322464
Murexia_naso,Murexia_naso_DASYURIDAE_DASYUROMORPHIA,Murexia,DASYURIDAE,DASYUROMORPHIA,NA,5,0,sampled,0.0484,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-5.888194,-5.215654632,141.4118814,-8.797872,-2.978516,135.179886,147.20907
Murexia_rothschildi,Murexia_rothschildi_DASYURIDAE_DASYUROMORPHIA,Murexia,DASYURIDAE,DASYUROMORPHIA,NA,3,0,sampled,0.0438,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-9.2931935,-9.321405243,148.1979229,-10.195259,-8.391128,146.987779,149.791748
Muriculus_imberbis,Muriculus_imberbis_MURIDAE_RODENTIA,Muriculus,MURIDAE,RODENTIA,Muriculus_imberbis,2,0,sampled,0.0185,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,10.507786,9.779802999,38.41183843,7.479736,13.535836,37.069,39.778
Murina_aenea,Murina_aenea_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_aenea,3,0,sampled,0.0074,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,5.158436,5.163153418,107.2890278,3.193436,7.123436,99.8905,118.0187
Murina_annamitica,Murina_annamitica_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.030693902,TRUE,NA,NA,NA,1,16.466665,NA,NA,12,20.93333,100.96667,108.23333
Murina_aurata,Murina_aurata_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_aurata,2,0,sampled,0.0073,FALSE,FS2016,Reported,Francis_CM._A_Guide_to_the_Mammals_of_Southeast_Asia_(2008),0,21.827886,24.05145217,101.8409452,11.291836,32.363936,83.2339,108.5804
Murina_balaensis,Murina_balaensis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,0,0,imputed,0.024897436,TRUE,NA,NA,NA,1,5.8156115,NA,NA,5.812363,5.81886,101.801001,101.807406
Murina_beelzebub,Murina_beelzebub_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,0,0,imputed,0.030081903,TRUE,NA,NA,NA,1,16.9374215,NA,NA,16.765552,17.109291,106.401448,106.760774
Murina_bicolor,Murina_bicolor_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,2,0,sampled,0.01651392,TRUE,NA,NA,NA,0,23.772454,NA,NA,22.621747,24.923161,120.532444,121.816084
Murina_chrysochaetes,Murina_chrysochaetes_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.127844594,TRUE,NA,NA,NA,1,23.119898,NA,NA,22.954665,23.285131,105.780337,106.139663
Murina_cineracea,Murina_cineracea_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,2,0,sampled,0.009374198,TRUE,NA,NA,NA,1,12.2621635,NA,NA,12.0866,12.437727,106.883948,107.243274
Murina_cyclotis,Murina_cyclotis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_cyclotis,5,0,sampled,0.0093,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,9.645486,15.70844432,102.5313517,-8.849464,28.140436,77.2656,125.7613
Murina_eleryi,Murina_eleryi_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.029302831,TRUE,NA,NA,NA,1,22.2348395,NA,NA,22.030387,22.439292,105.79327,106.236589
Murina_fionae,Murina_fionae_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.042316666,TRUE,NA,NA,NA,1,16.5882625,NA,NA,15.026551,18.149974,105.20367,108.212996
Murina_florium,Murina_florium_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_florium,2,0,sampled,0.0043,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-9.266514,-9.642033527,137.7761739,-19.425164,0.892136,116.7193,152.4002
Murina_fusca,Murina_fusca_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_fusca,0,0,imputed,0.0068,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,44.9672425,44.96724261,128.2124699,44.915092,45.019393,128.16032,128.26462
Murina_gracilis,Murina_gracilis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,3,0,sampled,0.029552831,TRUE,NA,NA,NA,0,23.8614125,NA,NA,23.13996,24.582865,120.768065,121.662743
Murina_guilleni,Murina_guilleni_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,0,0,imputed,0.023667207,TRUE,NA,NA,NA,1,8.9499565,NA,NA,8.772481,9.127432,98.60367,98.962996
Murina_harpioloides,Murina_harpioloides_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.127844594,TRUE,NA,NA,NA,1,12.149942,NA,NA,11.974304,12.32558,108.470337,108.829663
Murina_harrisoni,Murina_harrisoni_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,0,0,imputed,0.0043,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",1,16.7384855,11.31242604,104.051151,11.204736,22.272235,96.565823,108.207412
Murina_hilgendorfi,Murina_hilgendorfi_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_hilgendorfi,3,0,sampled,0.0081,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,45.803086,51.30744589,120.0878217,32.541336,59.064836,86.8127,145.8209
Murina_huttoni,Murina_huttoni_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_huttoni,3,0,sampled,0.0076,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,20.086236,30.45515485,80.9411293,3.613436,36.559036,72.926721,118.8428
Murina_jaintiana,Murina_jaintiana_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,2,0,sampled,0.019563249,TRUE,NA,NA,NA,2,25.433224,NA,NA,25.270973,25.595475,92.420337,92.779663
Murina_leucogaster,Murina_leucogaster_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_leucogaster,4,0,sampled,0.0076,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,31.700037,29.15631884,106.0390713,18.884338,44.515736,87.4358,146.5776
Murina_loreliae,Murina_loreliae_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.062473427,TRUE,NA,NA,NA,1,23.119898,NA,NA,22.954665,23.285131,105.780337,106.139663
Murina_peninsularis,Murina_peninsularis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,3,0,sampled,0.050314383,TRUE,NA,NA,NA,1,-0.4730625,NA,NA,-8.833305,7.88718,99.457098,119.269722
Murina_pluvialis,Murina_pluvialis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.007827087,TRUE,NA,NA,NA,2,25.2165585,NA,NA,25.054017,25.3791,91.487004,91.84633
Murina_puta,Murina_puta_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_puta,2,0,sampled,0.0083,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",0,23.60003,23.7505412,120.9696677,21.9018,25.29826,120.047523,122.000443
Murina_recondita,Murina_recondita_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,2,0,sampled,0.029552831,TRUE,NA,NA,NA,0,23.7093045,NA,NA,22.404797,25.013812,120.519159,121.827863
Murina_rozendaali,Murina_rozendaali_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_rozendaali,2,0,sampled,0.0046,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,4.903586,5.357019404,114.1786079,3.423436,6.383736,101.9033,118.1918
Murina_ryukyuana,Murina_ryukyuana_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_ryukyuana,1,0,sampled,0.0045,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,27.513436,27.72093404,128.9549632,26.620436,28.406436,128.1046,129.5436
Murina_shuipuensis,Murina_shuipuensis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.010796584,TRUE,NA,NA,NA,2,25.482947,NA,NA,25.320763,25.645131,107.702004,108.06133
Murina_suilla,Murina_suilla_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_suilla,3,0,sampled,0.0036,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-0.728064,0.115136806,108.7454231,-8.780764,7.324636,95.1897,119.2675
Murina_tenebrosa,Murina_tenebrosa_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_tenebrosa,0,0,imputed,0.0037,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,34.499036,34.51507799,129.373266,34.295436,34.702636,129.2329,129.4998
Murina_tiensa,Murina_tiensa_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,2,0,sampled,0.072391929,TRUE,NA,NA,NA,1,20.606923,NA,NA,18.76667,22.447176,104.56667,106.227226
Murina_tubinaris,Murina_tubinaris_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_tubinaris,4,0,sampled,0.0055,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,23.881686,22.58586952,97.2623978,11.414536,36.348836,72.7702,108.9666
Murina_ussuriensis,Murina_ussuriensis_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,Murina_ussuriensis,4,0,sampled,0.0053,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,39.455786,42.46007113,136.8176962,30.224436,48.687136,129.1277,146.5776
Murina_walstoni,Murina_walstoni_VESPERTILIONIDAE_CHIROPTERA,Murina,VESPERTILIONIDAE,CHIROPTERA,NA,1,0,sampled,0.021184867,TRUE,NA,NA,NA,1,14.030212,NA,NA,13.855909,14.204515,106.572004,106.93133
Mus_baoulei,Mus_baoulei_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mus_baoulei,0,0,imputed,0.0078,FALSE,FS2016,Reported,Mammalia_72:_237–252_(2008),1,8.1713415,7.418874054,-4.500268802,6.35657,9.986113,-10.980793,0.977985
Mus_booduga,Mus_booduga_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mus_booduga,5,0,sampled,0.0116,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,19.404686,22.1234016,79.24917063,5.917536,32.891836,67.5151,95.698481
Mus_bufo,Mus_bufo_MURIDAE_RODENTIA,Mus,MURIDAE,RODENTIA,Mus_bufo,2,0,sampled,0.0104,FALSE,FS2016,Reported,Acta_Oecologica_41-49_(2012),1,-1.758014,-1.757747697,29.43815868,-4.378264,0.862236,28.4519,30.6765
